Nz;Head;0;180;114.0265
Fp1;Head;0;-162.0737;92.6979
Fpz;Head;0;180;91.2042
Fp2;Head;0;162.0737;92.6979
AF9;Head;0;-144.6954;117.5414
AF7;Head;0;-144.1079;94.0196
AF5;Head;0;-149.4614;83.9692
AF3;Head;0;-157.5394;75.8033
AF1;Head;0;-167.9733;70.3432
AFz;Head;0;180;68.3903
AF2;Head;0;168.0455;70.3581
AF4;Head;0;157.5394;75.8033
AF6;Head;0;149.4614;83.9692
AF8;Head;0;144.1416;94.0164
AF10;Head;0;144.7327;117.5198
F9;Head;0;-126.6866;118.8373
F7;Head;0;-126.0867;95.0548
F5;Head;0;-130.5949;77.6872
F3;Head;0;-140.0532;62.0272
F1;Head;0;-156.5074;50.2248
Fz;Head;0;180;45.6082
F2;Head;0;156.5074;50.1808
F4;Head;0;140.103;62.01
F6;Head;0;130.5949;77.6312
F8;Head;0;126.1332;95.0518
F10;Head;0;126.6866;118.8373
FT9;Head;0;-108.3932;119.6848
FT7;Head;0;-108.0521;95.7453
FC5;Head;0;-110.6681;73.4815
FC3;Head;0;-117.5753;51.88
FC1;Head;0;-135.0753;32.6129
FCz;Head;0;180;22.7919
FC2;Head;0;135.0753;32.6129
FC4;Head;0;117.5753;51.88
FC6;Head;0;110.6681;73.4815
FT8;Head;0;108.0521;95.7453
FT10;Head;0;108.3932;119.6848
T9;Head;0;-90;120.0294
T7;Head;0;-90;95.973
C5;Head;0;-90;71.9822
C3;Head;0;-90;48.0043
C1;Head;0;-90;23.9741
Cz;Head;0;-90;0
C2;Head;0;90;24.0265
C4;Head;0;90;48
C6;Head;0;90;71.9822
T8;Head;0;90;95.973
T10;Head;0;90;120.0294
TP9;Head;0;-71.6068;119.6848
TP7;Head;0;-71.9479;95.7453
CP5;Head;0;-69.3319;73.4815
CP3;Head;0;-62.4247;51.88
CP1;Head;0;-44.9247;32.6129
CPz;Head;0;0;22.7919
CP2;Head;0;44.9247;32.6129
CP4;Head;0;62.4247;51.88
CP6;Head;0;69.3319;73.4815
TP8;Head;0;71.8931;95.7435
TP10;Head;0;71.6068;119.6848
P9;Head;0;-53.3134;118.8373
P7;Head;0;-53.9133;95.0548
P5;Head;0;-49.4051;77.6872
P3;Head;0;-39.9468;62.0272
P1;Head;0;-23.4926;50.2248
Pz;Head;0;0;45.6082
P2;Head;0;23.4926;50.1808
P4;Head;0;39.897;62.01
P6;Head;0;49.4051;77.6312
P8;Head;0;53.8668;95.0518
P10;Head;0;53.3134;118.8373
PO9;Head;0;-35.3046;117.5414
PO7;Head;0;-35.8921;94.0196
PO5;Head;0;-30.5386;83.9692
PO3;Head;0;-22.4606;75.8033
PO1;Head;0;-12.0267;70.3432
POz;Head;0;0;68.3903
PO2;Head;0;11.9545;70.3581
PO4;Head;0;22.4606;75.8033
PO6;Head;0;30.5386;83.9692
PO8;Head;0;35.8584;94.0164
PO10;Head;0;35.2673;117.5198
O1;Head;0;-17.9263;92.6979
Oz;Head;0;0;91.2042
O2;Head;0;17.9263;92.6979
I1;Head;0;-17.468;115.8606
Iz;Head;0;0;114.0265
I2;Head;0;17.468;115.8606
T3;Head;0;-90;95.973
T5;Head;0;-53.9133;95.0548
T4;Head;0;90;95.973
T6;Head;0;53.8668;95.0518
M1;Head;0;-79.5811;134.5237
M2;Head;0;79.5811;134.5237
A1;Head;0;-90;135
A2;Head;0;90;135
