Date,0
1538555038.698329,1.000000
1538555038.7473438,1.000000
1538555038.7973871,1.000000
1538555038.846681,1.000000
1538555038.895713,1.000000
1538555038.9470341,1.000000
1538555038.9961011,1.000000
1538555039.0465941,1.000000
1538555039.09681,1.000000
1538555039.1451142,1.000000
1538555039.195874,1.000000
1538555039.244535,1.000000
1538555039.295678,1.000000
1538555039.344528,1.000000
1538555039.394058,1.000000
1538555039.444723,1.000000
1538555039.49443,1.000000
1538555039.546975,1.000000
1538555039.596891,1.000000
1538555039.6466188,1.000000
1538555039.6964328,1.000000
1538555039.7472131,1.000000
1538555039.795991,1.000000
1538555039.847052,1.000000
1538555039.895224,0.000000
1538555039.946742,0.000000
1538555039.995585,0.000000
1538555040.046041,0.000000
1538555040.096639,0.000000
1538555040.145555,0.000000
1538555040.195932,0.000000
1538555040.245441,0.000000
1538555040.295368,0.000000
1538555040.3463318,0.000000
1538555040.397015,0.000000
1538555040.446771,0.000000
1538555040.496243,0.000000
1538555040.544846,0.000000
1538555040.596123,0.000000
1538555040.6458418,0.000000
1538555040.695147,0.000000
1538555040.745235,0.000000
1538555040.796489,0.000000
1538555040.845611,0.000000
1538555040.894885,0.000000
1538555040.944906,0.000000
1538555040.995332,0.000000
1538555041.0453498,0.000000
1538555041.095443,0.000000
1538555041.1455271,0.000000
1538555041.195071,0.000000
1538555041.2476811,0.000000
1538555041.296609,0.000000
1538555041.346993,0.000000
1538555041.395227,0.000000
1538555041.4467561,0.000000
1538555041.496277,0.000000
1538555041.546245,0.000000
1538555041.595514,0.000000
1538555041.6445599,0.000000
1538555041.694836,0.000000
1538555041.7451038,0.000000
1538555041.795806,0.000000
1538555041.8460019,0.000000
1538555041.8958101,0.000000
1538555041.9451892,0.000000
1538555041.994762,0.000000
1538555042.047138,0.000000
1538555042.09549,0.000000
1538555042.147594,0.000000
1538555042.1961331,0.000000
1538555042.2453618,0.000000
1538555042.295344,0.000000
1538555042.345576,0.000000
1538555042.394849,0.000000
1538555042.446692,0.000000
1538555042.4959822,0.000000
1538555042.546301,0.000000
1538555042.5966122,0.000000
1538555042.646595,0.000000
1538555042.697248,0.000000
1538555042.747115,0.000000
1538555042.79647,0.000000
1538555042.846671,0.000000
1538555042.897147,0.000000
1538555042.947098,0.000000
1538555042.995902,0.000000
1538555043.044405,0.000000
1538555043.0949361,0.000000
1538555043.145448,0.000000
1538555043.1956348,0.000000
1538555043.2456052,0.000000
1538555043.295954,0.000000
1538555043.345442,0.000000
1538555043.395753,0.000000
1538555043.446252,0.000000
1538555043.497382,0.000000
1538555043.5464928,0.000000
1538555043.597064,0.000000
1538555043.646008,0.000000
1538555043.695332,0.000000
1538555043.7467961,0.000000
1538555043.7953448,0.000000
1538555043.8459961,0.000000
1538555043.89664,0.000000
1538555043.946052,0.000000
1538555043.996005,0.000000
1538555044.045676,0.000000
1538555044.0970292,0.000000
1538555044.1453,0.000000
1538555044.195528,0.000000
1538555044.2463732,0.000000
1538555044.296004,0.000000
1538555044.345641,0.000000
